srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,classe
192.168.0.11,43017,192.168.0.75,47075,17,1,362,0,0,362,362,362,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,0,0,0,0,0,0,362,0,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
172.217.29.110,443,192.168.0.75,33460,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
192.168.0.11,60651,192.168.0.75,47075,17,1,362,0,0,362,362,362,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,0,0,0,0,0,0,362,0,0,0
192.168.0.75,47075,239.255.255.250,1900,17,2,400,0,0,200,200,200,0,0,-1,0,0,0,0,0,0,0,0,0,0,1001908,0,0,0,0,1001908,1001908,1001908,0,1,200,0,0,0,0,0,0,400,0,0,0
192.168.0.75,56868,216.58.202.238,443,6,9,1262,9,1023,52,140,561,169,52,113,338,91,28,12706,63740,22796,21,13058,38446,15699,120236,120236,120236,120236,0,0,0,0,0,9,1262,9,1023,4,5,0,0,468,468,0,0
192.168.0.75,37022,216.58.222.99,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,20914,20914,20914,20914,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,38422,173.194.155.233,443,6,64,4553,125,765924,52,71,1277,153,1448,6127,15408,3251,28,4519,46544,9246,9,2134,28266,4346,286612,286612,286612,286612,0,0,0,0,0,64,4553,125,765924,1,0,0,0,3328,6500,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
192.168.0.75,38422,173.194.155.233,443,6,45,3490,65,376297,52,77,1202,171,1448,5789,14012,3363,37,2269,23059,4046,12,1200,11421,2164,99878,99878,99878,99878,0,0,0,0,0,45,3490,65,376297,1,1,0,0,2340,3380,0,0
192.168.0.75,56868,216.58.202.238,443,6,3,908,5,430,52,302,758,395,52,86,138,35,1000,87201,173402,121906,8,32384,109120,51943,192809,192809,192809,192809,0,0,0,0,0,3,908,5,430,2,3,0,0,156,260,0,0
192.168.0.75,39090,172.217.29.33,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,24522,24522,24522,24522,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
64.233.190.189,443,192.168.0.75,40424,6,1,112,1,52,112,112,112,0,52,52,52,0,0,0,0,0,0,0,0,0,30,30,30,30,0,0,0,0,0,1,112,1,52,1,0,0,0,52,52,0,0
192.168.0.75,56784,172.217.29.54,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,21073,21073,21073,21073,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,35046,216.58.202.67,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,21102,21102,21102,21102,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,56868,216.58.202.238,443,6,3,664,5,426,52,221,514,254,52,85,134,34,2925,49822,96720,66323,18,24524,73398,34565,117559,117559,117559,117559,0,0,0,0,0,3,664,5,426,2,3,0,0,156,260,0,0
192.168.0.75,54936,88.99.142.163,443,6,3,191,2,135,52,63,87,20,52,67,83,21,3283,90341,177400,123119,250073,250073,250073,0,427450,427450,427450,427450,0,0,0,0,0,3,191,2,135,1,1,0,0,156,104,0,0
192.168.0.10,68,255.255.255.255,67,17,1,336,0,0,336,336,336,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336,0,0,0,0,0,0,336,0,0,0
192.168.0.75,39034,172.217.29.78,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,23389,23389,23389,23389,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,68,192.168.0.1,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,0,0
192.168.0.75,39044,172.217.29.78,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,17250,17250,17250,17250,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,56552,172.217.29.98,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,16374,16374,16374,16374,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,51042,172.217.30.2,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,12661,12661,12661,12661,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,56548,172.217.29.98,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,15188,15188,15188,15188,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,54124,172.217.30.1,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,26814,26814,26814,26814,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,48448,172.217.29.34,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,21106,21106,21106,21106,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
46.4.119.208,45550,192.168.0.75,47872,6,2,712,2,104,356,356,356,0,52,52,52,0,516626,516626,516626,0,515595,515595,515595,0,516653,516653,516653,516653,0,0,0,0,0,2,712,2,104,2,0,0,0,104,104,0,1
192.168.0.75,42592,187.122.188.112,53,17,2,124,2,303,62,62,62,0,123,151,180,40,199,199,199,0,4690,4690,4690,0,17590,17590,17590,17590,0,0,0,0,0,2,124,2,303,0,0,0,0,124,303,0,0
192.168.0.75,42592,187.122.188.115,53,17,1,62,1,244,62,62,62,0,244,244,244,0,0,0,0,0,0,0,0,0,17496,17496,17496,17496,0,0,0,0,0,1,62,1,244,0,0,0,0,62,244,0,0
192.168.0.75,33086,172.217.30.13,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,23189,23189,23189,23189,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,48512,172.217.30.68,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,24472,24472,24472,24472,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,47170,172.217.29.34,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,23272,23272,23272,23272,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,68,192.168.0.1,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,0,0
192.168.0.75,38422,173.194.155.233,443,6,62,4449,87,622952,52,71,1277,155,1448,7160,22388,3876,28,4965,90542,14451,23,3267,40620,6726,304866,304866,304866,304866,0,0,0,0,0,62,4449,87,622952,1,0,0,0,3224,4524,0,0
192.168.0.75,56868,216.58.202.238,443,6,8,1203,7,1166,52,150,559,176,52,166,677,227,31,13439,66427,24591,20,23433,65949,32014,159351,159351,159351,159351,0,0,0,0,0,8,1203,7,1166,4,4,0,0,416,364,0,0
192.168.0.75,38422,173.194.155.233,443,6,52,3854,77,380966,52,74,1202,159,1448,4947,14012,2685,27,2188,23493,3983,10,1159,11667,2198,111593,111593,111593,111593,0,0,0,0,0,52,3854,77,380966,1,1,0,0,2704,4004,0,0
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249109,249109,249109,249109,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249125,249125,249125,249125,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249321,249321,249321,249321,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249083,249083,249083,249083,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249074,249074,249074,249074,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
10.21.0.35,35266,78.46.49.212,45700,6,1,296,1,52,296,296,296,0,52,52,52,0,0,0,0,0,0,0,0,0,249172,249172,249172,249172,0,0,0,0,0,1,296,1,52,1,0,0,0,52,52,0,1
172.217.29.98,443,192.168.0.75,56548,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
192.168.0.75,56868,216.58.202.238,443,6,3,910,6,482,52,303,760,396,52,80,138,35,4171,106011,207851,144023,6,42041,177393,76981,229399,229399,229399,229399,0,0,0,0,0,3,910,6,482,2,3,0,0,156,312,0,0
172.217.30.1,443,192.168.0.75,54124,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
172.217.29.34,443,192.168.0.75,48448,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
192.168.0.75,37022,216.58.222.99,443,6,4,660,4,329,52,165,378,145,52,82,127,36,1749,22401,63359,35470,18,41654,77223,38958,147851,147851,147851,147851,0,0,0,0,0,4,660,4,329,3,2,0,0,208,208,0,0
192.168.0.75,34880,216.58.202.227,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,19600,19600,19600,19600,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
172.217.29.34,443,192.168.0.75,47170,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
64.233.190.189,443,192.168.0.75,40424,6,1,112,1,52,112,112,112,0,52,52,52,0,0,0,0,0,0,0,0,0,31,31,31,31,0,0,0,0,0,1,112,1,52,1,0,0,0,52,52,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
88.99.142.163,443,192.168.0.75,54936,6,2,135,2,139,52,67,83,21,52,69,87,24,280631,280631,280631,0,25347,25347,25347,0,280631,280631,280631,280631,0,0,0,0,0,2,135,2,139,1,1,0,0,104,104,0,0
192.168.0.75,68,192.168.0.1,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,0,0
192.168.0.75,38422,173.194.155.233,443,6,93,6061,176,909268,52,65,1277,127,1448,5166,16804,2648,25,3733,28577,6374,6,1856,28516,3597,347907,347907,347907,347907,0,0,0,0,0,93,6061,176,909268,1,1,0,0,4836,9152,0,0
192.168.0.72,60922,239.255.255.250,1900,17,1,201,0,0,201,201,201,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,0,0,0,0,0,0,201,0,0,0
187.122.188.115,53,192.168.0.75,42592,17,1,244,0,0,244,244,244,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244,0,0,0,0,0,0,244,0,0,0
187.122.188.112,53,192.168.0.75,42592,17,2,303,0,0,123,151,180,40,0,-1,0,0,19264,19264,19264,0,0,0,0,0,19264,19264,19264,19264,0,0,0,0,0,2,303,0,0,0,0,0,0,303,0,0,0
192.168.0.75,38422,173.194.155.233,443,6,61,4322,68,385265,52,70,1202,147,1448,5665,18200,3479,22,1733,22525,3696,23,1216,8198,2098,104009,104009,104009,104009,0,0,0,0,0,61,4322,68,385265,1,1,0,0,3172,3536,0,0
192.168.0.75,68,192.168.0.1,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,0,0
192.168.0.72,60922,239.255.255.250,1900,17,2,402,0,0,201,201,201,0,0,-1,0,0,0,0,0,0,0,0,0,0,1000661,0,0,0,0,1000661,1000661,1000661,0,1,201,0,0,0,0,0,0,402,0,0,0
192.168.0.75,56868,216.58.202.238,443,6,7,919,7,576,52,131,515,170,52,82,134,31,21,15891,62114,23923,17,22130,65250,33129,152031,152031,152031,152031,0,0,0,0,0,7,919,7,576,3,4,0,0,364,364,0,0
192.168.0.72,60922,239.255.255.250,1900,17,1,201,0,0,201,201,201,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,0,0,0,0,0,0,201,0,0,0
192.168.0.75,37458,172.217.29.110,443,6,2,112,1,60,52,56,60,5,60,60,60,0,20659,20659,20659,0,0,0,0,0,20659,20659,20659,20659,0,0,0,0,0,2,112,1,60,0,0,0,0,112,60,0,0
192.168.0.75,42592,187.122.188.112,53,17,2,122,2,494,61,61,61,0,241,247,253,8,2043,2043,2043,0,318,318,318,0,14127,14127,14127,14127,0,0,0,0,0,2,122,2,494,0,0,0,0,122,494,0,0
192.168.0.75,37456,172.217.29.110,443,6,12,3179,10,1716,52,264,924,324,52,171,496,174,1839,15405,71994,21678,27,23061,66832,25648,230505,230505,230505,230505,0,0,0,0,0,12,3179,10,1716,7,6,0,0,632,528,0,0
192.168.0.75,56868,216.58.202.238,443,6,4,950,7,845,52,237,559,228,52,120,282,85,1313,30516,88203,49959,5,17114,63321,26876,119819,119819,119819,119819,0,0,0,0,0,4,950,7,845,3,4,0,0,208,364,0,0
192.168.0.75,39034,172.217.29.78,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,19676,19676,19676,19676,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,39044,172.217.29.78,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,20054,20054,20054,20054,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,51042,172.217.30.2,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,19701,19701,19701,19701,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
46.4.119.208,45550,192.168.0.75,47872,6,1,356,1,52,356,356,356,0,52,52,52,0,0,0,0,0,0,0,0,0,21,21,21,21,0,0,0,0,0,1,356,1,52,1,0,0,0,52,52,0,1
172.217.29.110,443,192.168.0.75,37458,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,2200,2200,2200,2200,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
64.233.190.189,443,192.168.0.75,40424,6,5,530,1,52,52,106,262,90,52,52,52,0,68,46433,180478,89382,0,0,0,0,188967,188967,188967,188967,0,0,0,0,0,5,530,1,52,2,0,0,0,260,52,0,0
46.4.119.208,45550,192.168.0.75,47872,6,1,356,1,52,356,356,356,0,52,52,52,0,0,0,0,0,0,0,0,0,1143,1143,1143,1143,0,0,0,0,0,1,356,1,52,1,0,0,0,52,52,0,1
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
192.168.0.75,38422,173.194.155.233,443,6,66,4658,117,723628,52,70,1278,150,1448,6184,18200,3448,34,5042,61085,9881,12,2493,30495,4542,327734,327734,327734,327734,0,0,0,0,0,66,4658,117,723628,1,0,0,0,3432,6084,0,0
192.168.0.10,68,255.255.255.255,67,17,1,336,0,0,336,336,336,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336,0,0,0,0,0,0,336,0,0,0
88.99.142.163,443,192.168.0.75,54936,6,2,135,2,139,52,67,83,21,52,69,87,24,199496,199496,199496,0,1495,1495,1495,0,199496,199496,199496,199496,0,0,0,0,0,2,135,2,139,1,1,0,0,104,104,0,0
192.168.0.75,56868,216.58.202.238,443,6,7,1165,6,528,52,166,761,263,52,88,138,32,16,33295,126996,51968,17,48195,169812,74282,259412,259412,259412,259412,0,0,0,0,0,7,1165,6,528,3,4,0,0,364,312,0,0
192.168.0.75,38422,173.194.155.233,443,6,51,3803,60,347199,52,74,1203,161,1448,5786,18200,3368,27,1413,21666,3172,18,823,3112,1041,70674,70674,70674,70674,0,0,0,0,0,51,3803,60,347199,1,1,0,0,2652,3120,0,0
192.168.0.75,42592,187.122.188.112,53,17,2,124,2,303,62,62,62,0,123,151,180,40,376,376,376,0,182,182,182,0,17674,17674,17674,17674,0,0,0,0,0,2,124,2,303,0,0,0,0,124,303,0,0
192.168.0.75,42592,187.122.188.115,53,17,1,62,1,244,62,62,62,0,244,244,244,0,0,0,0,0,0,0,0,0,17392,17392,17392,17392,0,0,0,0,0,1,62,1,244,0,0,0,0,62,244,0,0
192.168.0.75,34880,216.58.202.227,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,20950,20950,20950,20950,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,37022,216.58.222.99,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,20230,20230,20230,20230,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
46.4.119.208,45550,192.168.0.75,47872,6,1,356,1,52,356,356,356,0,52,52,52,0,0,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,1,356,1,52,1,0,0,0,52,52,0,1
192.168.0.75,56868,216.58.202.238,443,6,7,920,7,576,52,131,516,170,52,82,134,31,30,14210,68456,27211,14,21802,68502,33452,152228,152228,152228,152228,0,0,0,0,0,7,920,7,576,3,4,0,0,364,364,0,0
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
64.233.190.189,443,192.168.0.75,40424,6,1,112,1,52,112,112,112,0,52,52,52,0,0,0,0,0,0,0,0,0,40220,40220,40220,40220,0,0,0,0,0,1,112,1,52,1,0,0,0,52,52,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
192.168.0.75,37456,172.217.29.110,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,19679,19679,19679,19679,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
173.194.155.233,443,192.168.0.75,38422,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,43446,43446,43446,43446,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
88.99.142.163,443,192.168.0.75,54936,6,1,52,0,0,52,52,52,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,52,0,0,0
192.168.0.75,34880,216.58.202.227,443,6,7,545,6,624,52,77,141,35,52,104,171,49,22,23786,71101,34039,18,23385,114885,51156,142720,142720,142720,142720,0,0,0,0,0,7,545,6,624,3,4,0,0,364,312,0,0
192.168.0.75,42592,187.122.188.112,53,17,2,124,2,303,62,62,62,0,123,151,180,40,372,372,372,0,6833,6833,6833,0,17529,17529,17529,17529,0,0,0,0,0,2,124,2,303,0,0,0,0,124,303,0,0
192.168.0.75,42592,187.122.188.115,53,17,1,62,1,244,62,62,62,0,244,244,244,0,0,0,0,0,0,0,0,0,17418,17418,17418,17418,0,0,0,0,0,1,62,1,244,0,0,0,0,62,244,0,0
46.4.119.208,45550,192.168.0.75,47872,6,1,356,1,52,356,356,356,0,52,52,52,0,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,0,1,356,1,52,1,0,0,0,52,52,0,1
192.168.0.75,56868,216.58.202.238,443,6,3,910,3,202,52,303,760,396,52,67,98,26,3973,32371,60770,40161,18,986,1954,1368,64743,64743,64743,64743,0,0,0,0,0,3,910,3,202,2,1,0,0,156,156,0,0
192.168.0.75,36525,239.255.255.250,1900,17,1,200,0,0,200,200,200,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,200,0,0,0
192.168.0.75,36525,239.255.255.250,1900,17,2,400,0,0,200,200,200,0,0,-1,0,0,0,0,0,0,0,0,0,0,1000491,0,0,0,0,1000491,1000491,1000491,0,1,200,0,0,0,0,0,0,400,0,0,0
216.58.202.238,443,192.168.0.75,56868,6,4,378,3,156,52,94,138,35,52,52,52,0,2050,21093,56157,30403,2022,3579,5136,2201,63281,63281,63281,63281,0,0,0,0,0,4,378,3,156,3,0,0,0,208,156,0,0
192.168.0.11,51503,192.168.0.75,36525,17,1,362,0,0,362,362,362,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,0,0,0,0,0,0,362,0,0,0
192.168.0.11,43049,192.168.0.75,36525,17,1,362,0,0,362,362,362,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,0,0,0,0,0,0,362,0,0,0
192.168.0.11,45004,192.168.0.75,36525,17,1,362,0,0,362,362,362,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362,0,0,0,0,0,0,362,0,0,0
192.168.0.75,36525,239.255.255.250,1900,17,1,200,0,0,200,200,200,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200,0,0,0,0,0,0,200,0,0,0
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
64.233.190.189,443,192.168.0.75,40424,6,1,112,1,52,112,112,112,0,52,52,52,0,0,0,0,0,0,0,0,0,35,35,35,35,0,0,0,0,0,1,112,1,52,1,0,0,0,52,52,0,0
192.168.0.75,37022,216.58.222.99,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,20210,20210,20210,20210,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
192.168.0.75,56868,216.58.202.238,443,6,7,920,7,576,52,131,516,170,52,82,134,31,23,15453,67585,26737,8,22067,67594,33745,151803,151803,151803,151803,0,0,0,0,0,7,920,7,576,3,4,0,0,364,364,0,0
88.99.142.163,443,192.168.0.75,54936,6,3,266,2,139,52,88,131,39,52,69,87,24,16750,227076,437402,297445,209841,209841,209841,0,454152,454152,454152,454152,0,0,0,0,0,3,266,2,139,2,1,0,0,156,104,0,0
192.168.0.10,68,255.255.255.255,67,17,1,336,0,0,336,336,336,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336,0,0,0,0,0,0,336,0,0,0
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
192.168.0.75,42592,187.122.188.112,53,17,2,124,2,303,62,62,62,0,123,151,180,40,6249,6249,6249,0,953,953,953,0,13356,13356,13356,13356,0,0,0,0,0,2,124,2,303,0,0,0,0,124,303,0,0
192.168.0.75,42592,187.122.188.115,53,17,1,62,1,244,62,62,62,0,244,244,244,0,0,0,0,0,0,0,0,0,11710,11710,11710,11710,0,0,0,0,0,1,62,1,244,0,0,0,0,62,244,0,0
192.168.0.75,56868,216.58.202.238,443,6,7,1147,7,580,52,163,743,256,52,82,138,32,31,30922,103718,41912,24,37555,145115,59397,243459,243459,243459,243459,0,0,0,0,0,7,1147,7,580,3,4,0,0,364,364,0,0
192.168.0.75,37456,172.217.29.110,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,19857,19857,19857,19857,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.59,57621,255.255.255.255,57621,17,1,68,0,0,68,68,68,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,68,0,0,0
64.233.190.189,443,192.168.0.75,40424,6,1,112,1,52,112,112,112,0,52,52,52,0,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,1,112,1,52,1,0,0,0,52,52,0,0
192.168.0.75,34880,216.58.202.227,443,6,1,52,1,52,52,52,52,0,52,52,52,0,0,0,0,0,0,0,0,0,34436,34436,34436,34436,0,0,0,0,0,1,52,1,52,0,0,0,0,52,52,0,0
192.168.0.75,68,255.255.255.255,67,17,1,328,0,0,328,328,328,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,0,0,0,0,0,328,0,4,0
88.99.142.163,443,192.168.0.75,54936,6,3,199,3,226,52,66,83,15,52,75,87,20,134337,324524,514712,268965,207,220430,440654,311443,649049,649049,649049,649049,0,0,0,0,0,3,199,3,226,1,2,0,0,168,156,0,0
