[0.9321868411872373,0.06781315881276276]
[0.9539623835924356,0.046037616407564465]
[0.9490927478775777,0.05090725212242225]
[0.30788653295829754,0.6921134670417025]
[0.9490927478775777,0.05090725212242225]
[0.9988185248428427,0.001181475157157175]
[0.9987742164094466,0.0012257835905533218]
[0.9670916201242014,0.0329083798757986]
[0.4477054238866479,0.552294576113352]
[0.9732454662780474,0.02675453372195245]
[0.4477054238866479,0.552294576113352]
[0.8613076497804647,0.13869235021953524]
[0.9588248697879689,0.04117513021203109]
[0.733663962041082,0.26633603795891797]
[0.7791249581045772,0.22087504189542276]
[0.9282655877473148,0.0717344122526852]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.9987742164094466,0.0012257835905533218]
[0.7791249581045772,0.22087504189542276]
[0.9987742164094466,0.0012257835905533218]
[0.7041613371805172,0.2958386628194828]
[0.9987742164094466,0.0012257835905533218]
[0.9380635600178684,0.06193643998213165]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.9987742164094466,0.0012257835905533218]
[0.7717085326953749,0.22829146730462524]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.9832953046049825,0.016704695395017503]
[0.9282655877473148,0.0717344122526852]
[0.9986105840736832,0.0013894159263168051]
[0.9428088478103362,0.057191152189663884]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.7172940647244054,0.28270593527559473]
[0.9217850102111885,0.07821498978881138]
[0.9445499108734403,0.05545008912655971]
[0.5931946050570349,0.406805394942965]
[0.9987742164094466,0.0012257835905533218]
[0.9249919450996232,0.07500805490037683]
[0.9198921811436694,0.08010781885633055]
[0.9987742164094466,0.0012257835905533218]
[0.9217850102111885,0.07821498978881138]
[0.20263665275528728,0.7973633472447126]
[0.9445499108734403,0.05545008912655971]
[0.4441203905964432,0.5558796094035567]
[0.7717085326953749,0.22829146730462524]
[0.5232902998533098,0.4767097001466903]
[0.9445499108734403,0.05545008912655971]
[0.4441203905964432,0.5558796094035567]
[0.9445499108734403,0.05545008912655971]
[0.4441203905964432,0.5558796094035567]
[0.9249919450996232,0.07500805490037683]
[0.9428088478103362,0.057191152189663884]
[0.9987742164094466,0.0012257835905533218]
[0.4441203905964432,0.5558796094035567]
[0.9390196078431373,0.06098039215686275]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.7172940647244054,0.28270593527559473]
[0.9217850102111885,0.07821498978881138]
[0.4441203905964432,0.5558796094035567]
[0.9445499108734403,0.05545008912655971]
[0.9249919450996232,0.07500805490037683]
[0.9987742164094466,0.0012257835905533218]
[0.4441203905964432,0.5558796094035567]
[0.931867282662569,0.06813271733743095]
[0.9670916201242014,0.0329083798757986]
[0.4441203905964432,0.5558796094035567]
[0.8236856034819221,0.1763143965180779]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.9987742164094466,0.0012257835905533218]
[0.9198921811436694,0.08010781885633055]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.9445499108734403,0.05545008912655971]
[0.7172940647244054,0.28270593527559473]
[0.9217850102111885,0.07821498978881138]
[0.9445499108734403,0.05545008912655971]
[0.9249919450996232,0.07500805490037683]
[0.9987742164094466,0.0012257835905533218]
[0.4441203905964432,0.5558796094035567]
[0.4477054238866479,0.552294576113352]
[0.9987742164094466,0.0012257835905533218]
[0.9935391913849798,0.006460808615020078]
[0.4477054238866479,0.552294576113352]
[0.733663962041082,0.26633603795891797]
[0.9987742164094466,0.0012257835905533218]
[0.9282655877473148,0.0717344122526852]
[0.4477054238866479,0.552294576113352]
[0.9987742164094466,0.0012257835905533218]
[0.9987742164094466,0.0012257835905533218]
[0.4441203905964432,0.5558796094035567]
[0.4441203905964432,0.5558796094035567]
[0.9899137037165542,0.01008629628344579]
[0.9830718266237941,0.0169281733762059]
[0.4441203905964432,0.5558796094035567]
[0.9987742164094466,0.0012257835905533218]
[0.4477054238866479,0.552294576113352]
[0.9259247263226618,0.0740752736773383]
[0.9987742164094466,0.0012257835905533218]
[0.33440601208236165,0.6655939879176385]
[0.9987742164094466,0.0012257835905533218]
[0.931867282662569,0.06813271733743095]
[0.931867282662569,0.06813271733743095]
[0.8273663936095081,0.1726336063904918]
[0.7804623200944029,0.2195376799055972]
[0.9987742164094466,0.0012257835905533218]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.9670916201242014,0.0329083798757986]
[0.9987742164094466,0.0012257835905533218]
[0.8613076497804647,0.13869235021953524]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.7791249581045772,0.22087504189542276]
[0.931867282662569,0.06813271733743095]
