['10.0.0.5', 34733, '8.8.8.8', 53]	-	0.0
['10.0.0.8', 56816, '94.130.9.194', 45550]	-	0.0
['10.0.0.8', 37135, '8.8.8.8', 53]	-	0.0
['10.0.0.9', 38108, '176.9.147.78', 45550]	-	0.0
['10.0.0.9', 45471, '8.8.8.8', 53]	-	0.0
['10.0.0.13', 55950, '8.8.8.8', 53]	-	0.0
['94.130.9.194', 45550, '10.0.0.8', 56816]	-	0.0
['176.9.147.78', 45550, '10.0.0.9', 38108]	-	0.0
['176.9.147.78', 45550, '10.0.0.9', 38108]	-	0.0
['10.0.0.9', 60825, '8.8.8.8', 53]	-	0.0
['10.0.0.9', 43462, '78.46.49.212', 45550]	-	0.0
['10.0.0.8', 35797, '8.8.8.8', 53]	-	0.0
['78.46.49.212', 45550, '10.0.0.9', 43462]	-	0.0
['10.1.110.119', 17500, '10.1.255.255', 17500]	-	0.0
['10.1.110.119', 17500, '255.255.255.255', 17500]	-	0.0
['10.1.110.119', 17500, '10.1.255.255', 17500]	-	0.0
['10.1.110.119', 17500, '255.255.255.255', 17500]	-	0.0
['10.0.0.9', 56467, '8.8.8.8', 53]	-	0.0
['176.9.2.145', 45550, '10.0.0.5', 48770]	-	1.0
['10.0.0.7', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.6', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.2', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.4', 62810, '224.0.0.252', 5355]	-	0.0
['176.9.2.145', 45550, '10.0.0.8', 50784]	-	1.0
['10.0.0.3', 62810, '224.0.0.252', 5355]	-	0.0
['176.9.2.145', 45550, '10.0.0.9', 53914]	-	1.0
['10.0.0.6', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.10', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.11', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.2', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.4', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.7', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.16', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.6', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.12', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.14', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.15', 62810, '224.0.0.252', 5355]	-	0.0
['10.0.0.3', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.7', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.2', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.4', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.3', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.6', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.10', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.12', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.11', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.14', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.15', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.14', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.12', 62816, '239.255.255.250', 1900]	-	0.0
['10.0.0.11', 62816, '239.255.255.250', 1900]	-	0.0
